airline_sentiment,clean_tweet
negative,"Why does not anyone make a better effort to retain customers. It should be an easy fix, I just want to travel AA."
negative,btr trained gate agts. Im a frequent flyer &amp; have nvr had issue w/my bag day I was forced gate check while priority boarding
negative,misplaced my bag hr ago and can not tell me where it is. I have lost $ of stuff :(
negative,Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for - days.
negative,"lost pieces of our bags, haven't delivered them in hours, lied that they were delivered, and still no refund. Never again"
negative,improve Envoy's performance. th trip through ORD in I have been delayed for hours because of Envoy. I could drive faster!
negative,two Cancelled Flightled LGA flights. Both by took off. Looks like I have a new carrier
positive,Lady at B ABQ for on / was of a great service to all among several Cancelled Flightlations
negative,any ways to get through the minute wait to book a flight?
neutral,Can you provide guidance on how I should work with them to resolve the issue
negative,"Really?They closed the gate at : instead of .I got there at : . If u wudda put in my ktn like I asked, I wudda made it."
negative,"trying to change flight via DFW tomorrow, can not get thru on phone, long wait then cut off x , can you help please?"
positive,thanks for following up- it finally worked!! Fingers crossed the new flight works.
negative,stuck on the tarmac in CLT because the our gate is not open. Hope I do not miss my connection....
negative,"I waited on hold for two hours, only to have my call. Really unreliable."
positive,Was not on board you today just watched report unfold on Twitter but still am very proud!
negative,now a delay to the rebooked flight?!
negative,after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error
neutral,um no just hanging out whatas new w you?
negative,"Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise."
negative,emailed AAdvantage for status match ... still waiting. can not wait to move from but help me out here :)
negative,I will try to have a great week once I receive it d(C)d-d
negative,not having pillows or blankets or a flight home for people does bad things to my hair
negative,What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.
negative,I tried site &amp; doesnt allow me. Same reason why I was not allowed to board this morning. Will try diff airline for work trips
negative,I bought a plane ticket months ago and still haven't received my flight info and ticket in my email when it will come?
negative,"your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way"
negative,/ You took cost for both flights out of my bank account. Now I can not get a refund for weeks? I have been a loyal customer.
negative,I took the day off from work and drove hours round trip to rescue my daughter and other students from LaGuardia. Thanks!
negative,you are airline is ridiculous
negative,the group of minor children were broken up into groups. Some still in Miami. Delta has much better customer service!
neutral,Is there a way I can get a record of all the flights I have taken with you?
positive,"Thank you for the response, we got it resolved at the counter."
negative,"that is the one. My original arrival time was : am, after all said and done I may be there by : pm central. Not impressed."
negative,My flight from Las Vegas to DFW was Cancelled Flightled! I have been on hold forever and I still have not spoken to anyone! Pls Help
negative,"every time I try to call, it tells me to try again Late Flightr and just hangs up."
negative,rebooked into a different airport. Throwing a wrench into plans d
negative,crew did the best they could but it was out of their control. You only get one chance of a honeymoon &amp; you failed miserably
negative,"Thx, someone picked up after minutes"
negative,overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day
positive,no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!
