sentiment,text,clean_tweet
3,"@panic @jpetersen good call I thought @Apple was going to compete with dropbox, @droplr etc. This is a bad sign like my MacPro std 250GB HD","good call I thought was going to compete with dropbox, etc. This is a bad sign like my MacPro std GB HD"
1,I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.,I seriously f-ing HATE this new version of iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.
1,@Apple!! What the heck??? My phone screen looks like it lost a battle with a windstorm! http://t.co/HcTgCIjxBS,What the heck??? My phone screen looks like it lost a battle with a windstorm!
5,"Congrats @Apple I mean he wasn't using @googlehangouts_, right? #Apple #Google http://t.co/A3kHN5Hzk8",Congrats I mean he was not using right?
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,RT @smartoutsource1: Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,RT Steve Wozniak calls legendary garage 'a bit of a myth'
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"@TeamCavuto @Rowdman53 @Apple It's democrat funded OWS &amp;paid protesters distraction from democrat failures ACA, Amnesty,taxes,debt,economy","it is democrat funded OWS &amp;paid protesters distraction from democrat failures ACA, Amnesty,taxes,debt,economy"
3,Just received my @auugmotionsynth. Just gotta wait for @apple to approve their app now!,Just received my Just gotta wait for to approve their app now!
5,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,Why does my phone suck so much @apple,Why does my phone suck so much @apple
3,"@AEvan720 @Apple dude I play trombone....
I'm worried",dude I play trombone.... I am worried
3,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/s79PqzLbsg","[] #(AAPL) Plans to Mini Version in . (, )"
3,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",RT Watch the weekend's new TV ads from and more
1,RT @animaItoes: Why does my phone suck so much @apple,RT Why does my phone suck so much @apple
1,RT @animaItoes: Why does my phone suck so much @apple,RT Why does my phone suck so much @apple
1,@Apple fix addis' phone so we can text each other pls and thx,fix addis' phone so we can text each other pls and thx
3,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",RT Watch the weekend's new TV ads from and more
3,'@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',' : Hey you wanna use iFon Siks? Jas follow and u will get it! '
3,RT @abdinsyakirin: '@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',RT ' : Hey you wanna use iFon Siks? Jas follow and u will get it! '
1,@Apple can you please make a charger that actually last,can you please make a charger that actually last
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,"@arstechnica @joemullin Come on @Apple, @Google, et al.-get your STB together so we can bypass cable/satellite companies.",Come on et al.-get your STB together so we can bypass cable/satellite companies.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,I applied for @apple's 'head of social media' opening. I have a leg up because of my twitter skillz. I am like the mark twain of twitter.,I applied for 'head of social media' opening. I have a leg up because of my twitter skillz. I am like the mark twain of twitter.
5,@Windows And yet I somehow would rather have a MacBook Air.  @Apple,And yet I somehow would rather have a MacBook Air. @Apple
1,Ayyy my fourth phone charger this week broke today @apple fuck you,Ayyy my fourth phone charger this week broke today fuck you
3,"@Apple #Pay Or @google #Wallet: Which is Better?
#BiztechLTD
http://t.co/gZXeMYRwln http://t.co/stDkprq0SR",Or : Which is Better?
3,"@Apple [#Apple] #Inc. is Catching up on #iPhone6 Supply, #But Still Lagging Demand. (#Monday, 8 #December) http://t.co/9QpCt7zirF","[] . is Catching up on Supply, Still Lagging Demand. (, )"
3,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/VNvaZcNEMP","the # Apps Of The Year, To []. (, )"
3,#AAPL:In Their Own Words: Investor Robin Chan Talks About Xiaomi's Lei Jun...http://t.co/kwkPByJ4p7,:In Their Own Words: Investor Robin Chan Talks About Xiaomi's Lei Jun...
3,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/hXhnN8og6K",Watch the weekend's new TV ads from and more
1,"So here's the deal, I'm taking this phone and beating the shit out of it. Fuck you @AppStore @Apple whatever your damn twitter is, Fuck You","So here's the deal, I am taking this phone and beating the shit out of it. Fuck you whatever your damn twitter is, Fuck You"
3,My iPhones working without a SIM card on 3G (not on wifi) #wtf @apple,My iPhones working without a SIM card on G (not on wifi) @apple
1,"iPhones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. If it's too hot, it shuts down as well SMFH @Apple","iPhones are mad sensitive bro, if it is too cold, it dies even with a lot of battery left. If it is too hot, it shuts down as well SMFH @Apple"
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,but when is @apple gonna let me italicize,but when is gonna let me italicize
1,#xcode #AAPL - source kit crash in swift - getting annoying now.,- source kit crash in swift - getting annoying now.
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,Worst thing I ever did was update the software on my computer. This update is trash @apple,Worst thing I ever did was update the software on my computer. This update is trash @apple
3,@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple I told him that but he's crazy,I told him that but he is crazy
3,@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple did the link bring you back to the Pre ordered thing,did the link bring you back to the Pre ordered thing
3,"#Meet #Elevate, @Apple [#Apple]'s Pick For Best #iPhone App Of the #Year. (#Monday, 8 #December) http://t.co/ouS5IygQ1k",", []'s Pick For Best App Of the . (, )"
3,@Apple now is your chance with Apple TV.  #Verizon #FIOS is going downhill fast.  They are now using crappy plastic STBs with no displays!,now is your chance with Apple TV. is going downhill fast. They are now using crappy plastic STBs with no displays!
3,@ScarFaceSheed_ @JColeNC @Apple he ain't steal it apple did,he am not steal it apple did
3,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
3,I'm not playing no games @JColeNC @Apple https://t.co/bu9uX2zR8J,I am not playing no games
1,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,so with ios u can delete a contact but its not actually deleted fml fuck u @apple
1,RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,RT so with ios u can delete a contact but its not actually deleted fml fuck u @apple
1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","RT Protesters stage protests in store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
1,@Apple my phone just died at 5% and I feel betrayed.,my phone just died at % and I feel betrayed.
3,"A for @Apple 
A for @adnantariqbajwa
A for @air_mun http://t.co/NguX60BCr1",A for A for A for
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","RT Studio at , ft. One outlet, computers. we need the batteries of the future NoW!!!!"
1,Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg,Dear Worst idea ever. Fix it.
3,"i need new emojis , preferably some brown people an shxt like that @apple","i need new emojis , preferably some brown people an shxt like that @apple"
1,"RT @Jus_Trippy: i need new emojis , preferably some brown people an shxt like that @apple","RT i need new emojis , preferably some brown people an shxt like that @apple"
3,@Apple make the settings page less horrific,make the settings page less horrific
1,Hey @Apple what the hell is this hahaha http://t.co/r1Uspl8dHn,Hey what the hell is this hahaha
3,I wish phones had an infinite amount of storage @apple you need to do something about that,I wish phones had an infinite amount of storage you need to do something about that
1,"My spellcheck makes me wanna stab somebody, that isn't the fuckin word I wanted to use @apple","My spellcheck makes me wanna stab somebody, that is not the fuckin word I wanted to use @apple"
3,I'm learning all about Apple Store at @Influenster! @Apple http://t.co/5h0uQyYpXO,I am learning all about Apple Store at
1,"@Apple YH News China reminds Apple on need to support privacy, security in its products: Apple can have access...  http://t.co/hNuWafq0sI","YH News China reminds Apple on need to support privacy, security in its products: Apple can have access..."
1,@angelicaxpham does it look like i fucking have 12 days @apple,does it look like i fucking have days @apple
3,"#AAPL:Apple Inc., International Business Machines Corp., Exxon Mobil Corpora...http://t.co/0XWPHhpA6C",":Apple Inc., International Business Machines Corp., Exxon Mobil Corpora..."
3,Yosemite is dope except for that one glitch that moves the message window all over the place.  @apple,Yosemite is dope except for that one glitch that moves the message window all over the place. @apple
3,"Where are they going with this? Come on, @Apple http://t.co/R014Nwlml5","Where are they going with this? Come on,"
1,@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE,why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE
3,Losing Two-Factor Recovery Key Could Permanently Lock Apple ID http://t.co/nIAGAIrtiB #AAPL,Losing Two-Factor Recovery Key Could Permanently Lock Apple ID
