airline_sentiment,clean_tweet,vader
negative,just deplaned at O'Hare gate K . Why do not you send a customer service rep to discuss my situation? God knows...,0.2732
negative,I DM'd you. Anything you can do?,0
negative,"By the time the hrs passed before I got a call back, the ticket was more $$. It was not my fault yet I had to pay extra",0.2163
negative,this is all i gotta say to y'all &amp; your staff... for real,0
negative,"No, it would not let me complete transaction because it was one way from Barbados to NYC",0
negative,my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?,-0.25
negative,"the customer service today is unsat, Flight cnx, not notified, called for hours and the phone line does not even let me hold",0
negative,I am still patiently waiting for a response to my complaint email on Fri. What is the normal response time?,-0.296
negative,the flight I am trying to change is in hours and I have been trying to reach an agent for now. THIS IS UNBELIEVABLE.,0.3885
negative,"Why is it ok that no-one can help me with the bag you lost on my honeymoon months ago, this is not responsible or professional",0.1625
negative,"SJC-&gt;LAX. After the fourth time, I gave up!",0
negative,my flight to San Angelo via Dallas from Orlando Cancelled Flighted help! On hold and disconnect,0.2481
negative,surely much better to let us all share the feedback unless you have something to hide?,0.743
negative,your staff at JFK airport are discussing the way we we are left stranded,0
negative,Can you add my KTN to an existing reservation? it is not letting me add it online....,0
negative,still no response from AA. great job guys!,0.4926
neutral,I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?,0.4588
negative,"confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed.",-0.3536
neutral,Lost black wallet at .I was on flight to CLE.Would appreciate ur help. Last I used it at on A .,0.4767
neutral,"Thank you, but I will be Cancelled Flighting my return flight, as I have already rebooked with another airline so I can get home today.",-0.1901
neutral,fl to DFW is leaving Newark on time but is going to Nashville first. Will I get stuck in Nashville?,-0.3612
negative,"Howdy, having trouble getting rebooked after flight Cancelled Flightled. can not get thru via phone and Web erroring out. Can you help?",-0.25
negative,Oh yea? that is it? C'mon buddy! Bring your special friend to the conversation - they seem to be doing NOTHING AT ALL,0.7616
negative,why are there only agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.,-0.8324
negative,I was told I had a minute wait time after waiting hours. And an hour has gone by. This is ridiculous,-0.3612
negative,do not see response!,0
positive,"gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face",0.7506
negative,you guys need to educate your employees on what a pink tag is AND STOP LOSING MY GUITAR FOR THE THOUSANDTH TIME!,-0.762
negative,pretty frustrating when you can not even stay on hold to get help after a flight Cancelled Flightation!,0.3164
negative,"you are both equally terrible, and I am going to fight until I get complete satisfaction for how we were mistreated",-0.4215
negative,"wrote back saying 'it is been a challenging week...that is for sure"" - no shit.",0.7026
negative,"contact me, or do something to alleviate this terrible, terrible service. But no, your year old social media guru",-0.5208
negative,"week is going to make up for anything, or put me at ease. You should be asking me how you can fix things, how to...",0.3612
negative,they did not address the assult or drinks spilled on her the drunk passenger had to have a wheelchair to get off plane,-0.34
negative,"and a complete lack of faith in your companies. it is really a shame that you think telling me ""it is been a challenging""",-0.3134
negative,Priority baggage evidently means it comes out last,0
negative,"getting us to where we need to be. This is not acceptable. Not to mention, Cancelled Flighting meetings/interviews for my client",-0.0572
negative,between your airline and I have now spent three extra days traveling (DOMESTIC) and spent hundreds of dollars...,0
negative,"has the worst flights and customer service, this is the second time I have been Cancelled Flighted. Gotta pay for hotel and find rides now.",-0.7579
negative,"flight from DC to LA, not to mention fix the circuit breaker in our bathrooms because this plane is as old as me...",0
negative,what an incredibly arrogant thing to say while I sit here at O'Hare waiting for your incompetent airlines to refuel on a...,-0.7645
neutral,why is it from June thru December there are no bus/first milesaaver awards available from cun to nyc?,0.2023
negative,she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,0.4019
negative,please improve business extra flight reservation process. can not book online? what century are we in? min+ on hold,0.6767
negative,I tried already and I am on the waiting list for a call back,0
negative,the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes,-0.807
neutral,"its only characters, i will respond via formal letter. Trust me, I have plenty to say.",0.5106
negative,"as of now, will do my best to never fly w/ ever again. Y'all have made this a day to remember.",0.6369
negative,"phone calls, hrs of being sent back &amp; forth between two lines in the terminal and it is the skycap that finds a solution",0.3182
negative,Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,0.2263
negative,what response? Is our flight out of Montrose Cancelled Flightled or not?,-0.3313
positive,thank you for responding rather quickly btw,0.3612
negative,thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket,-0.6597
neutral,could you guys follow me so I can dm yall please,0.3182
negative,Cancelled Flighting my flight today because of weather in Dallas without being charged?,-0.1048
negative,No. I was told I got put on another flight and that I would get an email. Still haven't gotten one yet.,0
negative,Please try it yourself - call - - - and see what happens... then you will understand.,0.3182
